id;ANALFABETOS;ALFABETOS;PRIMARIA;NIVEL MEDIO;UNIVERSITARIOS;RAZA;SEXO
18762;1363;3866;310;1735;1821;3;2
18763;2000;4765;1055;933;2777;3;2
18764;1213;6067;2871;678;2518;3;2
18765;1157;6741;2425;1369;2947;3;2
18766;271;2830;1770;147;913;3;2
18767;2033;5159;2226;140;2793;3;2
18768;2376;4333;411;2017;1905;3;2
18769;1810;4636;1281;720;2635;3;2
18770;942;3569;110;1050;2409;3;2
18771;2076;4219;986;1323;1910;3;2
18772;1026;3453;2689;595;169;3;2
18773;369;3067;73;1998;996;3;2
18774;1965;5876;671;2981;2224;3;2
18775;2680;6891;2390;2752;1749;3;2
18776;372;5549;1748;2440;1361;3;2
18777;2821;5178;2503;527;2148;3;2
18778;2103;6186;2823;726;2637;3;2
18779;2794;3399;1462;960;977;3;2
18780;1362;2352;1555;772;25;3;2
18781;2623;6402;2343;2663;1396;3;2
18782;2893;4761;2526;2020;215;3;2
18783;241;2532;986;458;1088;3;2
18784;813;3699;528;2221;950;3;2
18785;1660;3588;1378;1604;606;3;2
18786;2394;5493;1192;1596;2705;3;2
18787;1460;6275;2320;2084;1871;3;2
18788;2584;4736;401;2853;1482;3;2
18789;1854;5379;1033;1427;2919;3;2
18790;1480;2347;1103;374;870;3;2
18791;502;5614;1509;1153;2952;3;2
18792;1406;5021;1774;959;2288;3;2
18793;1013;4806;1133;2203;1470;3;2
18794;1300;5668;1159;2392;2117;3;2
18795;1406;6418;2849;2161;1408;3;2
18796;2025;4896;1574;2735;587;3;2
18797;1612;2595;182;1369;1044;3;2
18798;94;1392;280;313;799;3;2
18799;99;744;119;258;367;3;2
18800;1131;4458;2606;353;1499;3;2
18801;1015;4805;2482;2318;5;3;2
18802;2390;6675;2751;1602;2322;3;2
18803;733;1510;850;552;108;3;2
18804;161;1877;1693;168;16;3;2
18805;2038;6108;1753;1587;2768;3;2
18806;1554;3853;899;2122;832;3;2
18807;2102;4691;934;2713;1044;3;2
18808;321;3716;352;659;2705;3;2
18809;1496;2135;315;565;1255;3;2
18810;1598;4051;1442;350;2259;3;2
18811;62;4687;2378;1711;598;3;2
18812;1468;3179;1622;336;1221;3;2
18813;1903;2802;1292;1082;428;3;2
18814;1446;4386;1548;2387;451;3;2
18815;2275;4672;2820;625;1227;3;2
18816;1557;6332;2723;2583;1026;3;2
18817;2402;986;543;16;427;3;2
18818;2922;4258;2474;500;1284;3;2
18819;1031;4443;678;996;2769;3;2
18820;365;3946;83;1907;1956;3;2
18821;2046;5108;2913;1793;402;3;2
18822;1162;2525;916;201;1408;3;2
18823;2304;3295;695;1190;1410;3;2
18824;1587;973;342;261;370;3;2
18825;953;2701;1604;415;682;3;2
18826;246;2592;2129;160;303;3;2
18827;1818;3342;1082;2013;247;3;2
18828;2280;5085;2202;2191;692;3;2
18829;2508;5078;2361;801;1916;3;2
18830;579;4975;2035;1778;1162;3;2
18831;313;5090;1644;586;2860;3;2
18832;2335;4689;2806;1055;828;3;2
18833;698;5856;2312;2521;1023;3;2
18834;459;5269;1156;2946;1167;3;2
18835;194;3396;338;1638;1420;3;2
18836;1399;5439;1987;689;2763;3;2
18837;56;5174;2039;2487;648;3;2
18838;462;4116;2661;728;727;3;2
18839;720;4730;1039;1658;2033;3;2
18840;1808;3691;188;799;2704;3;2
18841;2780;6536;1985;2273;2278;3;2
18842;685;5190;302;2937;1951;3;2
18843;2983;4084;620;1980;1484;3;2
18844;882;6520;1432;2785;2303;3;2
18845;1865;3972;523;2234;1215;3;2
18846;1128;7012;2051;1970;2991;3;2
18847;2522;4744;950;1910;1884;3;2
18848;137;5388;765;2819;1804;3;2
18849;559;2474;978;1055;441;3;2
18850;1233;3320;59;543;2718;3;2
18851;2990;3374;2342;944;88;3;2
18852;946;4036;1040;1612;1384;3;2
18853;59;4240;2731;1069;440;3;2
18854;1642;3699;14;781;2904;3;2
18855;2140;2193;353;107;1733;3;2
18856;309;6334;1245;2624;2465;3;2
18857;2823;4573;1829;2086;658;3;2
18858;1360;3185;1015;489;1681;3;2
18859;2999;4090;703;758;2629;3;2
18860;358;2103;810;726;567;3;2
18861;2259;5362;1582;2118;1662;3;2
18862;1189;3593;2182;111;1300;3;2
18863;1401;4373;973;581;2819;3;2
18864;1867;5891;2988;504;2399;3;2
18865;1637;5371;2364;1472;1535;3;2
18866;2045;5355;2141;1355;1859;3;2
18867;1587;3355;1444;224;1687;3;2
18868;2284;6195;2862;904;2429;3;2
18869;1166;7587;2694;2909;1984;3;2
18870;1194;3265;362;2610;293;3;2
18871;2393;5320;799;2656;1865;3;2
18872;331;4075;567;2435;1073;3;2
18873;1365;6979;2256;2087;2636;3;2
18874;500;2571;1583;555;433;3;2
18875;2321;4724;446;1870;2408;3;2
18876;2504;5940;1836;2672;1432;3;2
18877;813;6872;1805;2483;2584;3;2
18878;1457;5035;2504;1744;787;3;2
18879;2639;1685;1315;48;322;3;2
18880;2558;6556;1795;2896;1865;3;2
18881;2683;5932;1000;2653;2279;3;2
18882;2990;4496;790;2177;1529;3;2
18883;739;3095;1043;441;1611;3;2
18884;394;5811;2466;2218;1127;3;2
18885;2847;3960;852;2430;678;3;2
18886;2913;7083;2196;2918;1969;3;2
18887;46;7537;2442;2169;2926;3;2
18888;1578;5565;2013;957;2595;3;2
18889;393;7898;2559;2871;2468;3;2
18890;1568;4557;1947;2375;235;3;2
18891;7;4747;748;2705;1294;3;2
18892;406;1815;78;692;1045;3;2
18893;624;5218;2995;1131;1092;3;2
18894;2292;2637;161;1049;1427;3;2
18895;1221;3118;1620;220;1278;3;2
18896;961;4921;2718;1561;642;3;2
18897;2646;5557;1446;2651;1460;3;2
18898;1551;5951;2941;2869;141;3;2
18899;1408;3742;1398;561;1783;3;2
18900;1181;4758;252;2051;2455;3;2
18901;2410;2640;779;1324;537;3;2
18902;1539;5453;1184;2053;2216;3;2
18903;1970;3067;504;420;2143;3;2
18904;2654;4700;1637;255;2808;3;2
18905;714;2395;1543;60;792;3;2
18906;2059;5799;2452;1734;1613;3;2
18907;715;5440;2350;1680;1410;3;2
18908;2572;3858;2882;867;109;3;2
18909;2260;3052;1559;926;567;3;2
18910;1853;4995;2160;1163;1672;3;2
18911;747;3989;1828;1878;283;3;2
18912;870;4814;679;1546;2589;3;2
18913;2457;3613;1185;277;2151;3;2
18914;1341;5308;924;2819;1565;3;2
18915;501;3828;1488;330;2010;3;2
18916;1312;2227;760;964;503;3;2
18917;2106;5352;2738;90;2524;3;2
18918;1173;2465;177;2168;120;3;2
18919;909;6266;2007;1596;2663;3;2
18920;460;5235;2577;765;1893;3;2
18921;461;4595;43;2031;2521;3;2
18922;2305;3367;225;2810;332;3;2
18923;1673;5114;4;2873;2237;3;2
18924;2835;5265;1706;1459;2100;3;2
18925;2316;4454;346;2268;1840;3;2
18926;1066;1200;35;593;572;3;2
18927;2089;5982;1942;1921;2119;3;2
18928;2299;4915;2153;714;2048;3;2
18929;1684;5394;1342;1860;2192;3;2
18930;1266;5121;1002;2294;1825;3;2
18931;2965;4046;1335;937;1774;3;2
18932;910;5583;1543;1557;2483;3;2
18933;1790;2829;259;2232;338;3;2
18934;2356;2020;74;709;1237;3;2
18935;1994;4411;1960;1502;949;3;2
18936;290;4745;618;1517;2610;3;2
18937;321;5698;1460;1686;2552;3;2
18938;1137;6025;1194;2388;2443;3;2
18939;2984;5870;2615;1121;2134;3;2
18940;2869;3277;1586;887;804;3;2
18941;2613;2060;231;1487;342;3;2
18942;795;3060;1396;490;1174;3;2
18943;2045;4089;276;1874;1939;3;2
18944;87;4849;1688;1540;1621;3;2
18945;1653;587;235;124;228;3;2
18946;1231;1973;1303;452;218;3;2
18947;1858;6455;2281;2245;1929;3;2
18948;826;5638;1909;1019;2710;3;2
18949;2449;3293;796;683;1814;3;2
18950;1195;5542;532;2272;2738;3;2
18951;801;4897;2413;1996;488;3;2
18952;1455;6098;1214;2016;2868;3;2
18953;652;4921;1736;2054;1131;3;2
18954;1289;4562;1728;1466;1368;3;2
18955;1537;6386;1906;2433;2047;3;2
18956;2694;6505;2976;2687;842;3;2
18957;2436;3817;2429;67;1321;3;2
18958;2840;3387;392;2471;524;3;2
18959;2028;4351;666;2648;1037;3;2
18960;2276;7131;2722;2030;2379;3;2
18961;2308;4555;2202;1068;1285;3;2
18962;822;5181;2437;1367;1377;3;2
18963;2344;5065;1835;1260;1970;3;2
18964;2932;2821;322;2208;291;3;2
18965;1712;3720;1735;192;1793;3;2
18966;1607;5404;322;2206;2876;3;2
18967;341;4229;2320;1643;266;3;2
18968;2008;1395;375;421;599;3;2
18969;1846;3169;324;219;2626;3;2
18970;810;5592;2332;383;2877;3;2
18971;1034;3273;727;2164;382;3;2
18972;2791;2975;1180;1480;315;3;2
18973;2132;5145;2272;1808;1065;3;2
18974;2206;5866;2396;1108;2362;3;2
18975;931;4761;1407;2390;964;3;2
18976;2960;3970;2308;94;1568;3;2
18977;1180;4968;1154;2972;842;3;2
18978;2197;5348;2141;2334;873;3;2
18979;684;7266;1506;2940;2820;3;2
18980;1452;2865;837;652;1376;3;2
18981;1405;4866;1999;112;2755;3;2
18982;2123;3813;2891;239;683;3;2
18983;2411;5445;2025;834;2586;3;2
18984;287;2872;238;1040;1594;3;2
18985;1283;5098;2296;2029;773;3;2
18986;2009;3036;489;744;1803;3;2
18987;2922;6610;2399;2928;1283;3;2
18988;253;3898;2590;480;828;3;2
18989;2741;4325;1164;1064;2097;3;2
18990;190;8204;2927;2813;2464;3;2
18991;2152;1641;331;1125;185;3;2
18992;1328;3554;270;302;2982;3;2
18993;1978;4755;622;2410;1723;3;2
18994;587;4472;2056;553;1863;3;2
18995;1091;6261;2274;1354;2633;3;2
18996;2526;4484;688;2612;1184;3;2
18997;1977;6308;1365;2370;2573;3;2
18998;1429;4451;44;2746;1661;3;2
18999;327;4425;2494;381;1550;3;2
19000;2256;3625;1205;1008;1412;3;2
19001;1811;3847;1511;958;1378;3;2
19002;832;6988;1902;2987;2099;3;2
19003;956;6183;2800;1854;1529;3;2
19004;511;5367;1849;569;2949;3;2
19005;520;5431;1463;2292;1676;3;2
19006;375;3718;2194;18;1506;3;2
19007;2872;4903;2909;1688;306;3;2
19008;167;6386;2594;1395;2397;3;2
19009;1226;5475;2102;1868;1505;3;2
19010;2202;4644;2023;1757;864;3;2
19011;119;4706;1300;1244;2162;3;2
19012;1927;5022;2585;1189;1248;3;2
19013;1193;4817;2932;1837;48;3;2
19014;2765;1829;531;312;986;3;2
19015;2235;5827;1602;2969;1256;3;2
19016;1278;5413;2823;2576;14;3;2
19017;2364;2696;2077;162;457;3;2
19018;2315;5008;2173;1415;1420;3;2
19019;2450;4171;328;1199;2644;3;2
19020;1603;3093;717;913;1463;3;2
19021;1620;4175;2503;1303;369;3;2
19022;2210;5604;2022;1155;2427;3;2
19023;790;4666;2260;1164;1242;3;2
19024;438;5278;2309;1777;1192;3;2
19025;660;3886;485;1290;2111;3;2
19026;555;4817;2049;2097;671;3;2
19027;1052;6456;2312;2201;1943;3;2
19028;514;3130;217;1309;1604;3;2
19029;2529;5306;97;2262;2947;3;2
19030;997;5106;1629;1892;1585;3;2
19031;727;2875;869;773;1233;3;2
19032;263;2537;1298;723;516;3;2
19033;2420;5664;2971;326;2367;3;2
19034;2453;3033;622;994;1417;3;2
19035;855;4724;1047;783;2894;3;2
19036;2355;5906;941;2587;2378;3;2
19037;1727;5008;2379;1742;887;3;2
19038;2822;7546;2457;2683;2406;3;2
19039;2674;2958;1111;200;1647;3;2
19040;1795;4744;1165;844;2735;3;2
19041;975;3713;381;955;2377;3;2
19042;740;4000;633;482;2885;3;2
19043;1719;5062;2087;904;2071;3;2
19044;235;6343;2918;2522;903;3;2
19045;1062;4853;995;1761;2097;3;2
19046;1282;6734;1508;2780;2446;3;2
19047;1916;4129;2498;114;1517;3;2
19048;1494;7695;2961;2975;1759;3;2
19049;1977;6743;2782;2149;1812;3;2
19050;1043;5695;2571;2036;1088;3;2
19051;2537;5142;1508;1556;2078;3;2
19052;906;2048;202;875;971;3;2
19053;208;2196;1009;235;952;3;2
19054;674;8095;2543;2689;2863;3;2
19055;200;4507;1497;126;2884;3;2
19056;1535;4102;1079;2900;123;3;2
19057;1899;4826;2848;1003;975;3;2
19058;1064;6469;2488;2185;1796;3;2
19059;2107;3923;1514;621;1788;3;2
19060;1183;3238;575;33;2630;3;2
19061;1047;3444;967;422;2055;3;2
19062;2066;1028;12;986;30;3;2
19063;902;4937;2927;457;1553;3;2
19064;1198;5256;898;1358;3000;3;2
19065;1645;3246;2180;163;903;3;2
19066;173;4942;2457;1310;1175;3;2
19067;2721;4341;1992;1242;1107;3;2
19068;728;5443;1879;2174;1390;3;2
19069;1916;6755;1930;2241;2584;3;2
19070;1189;4140;1113;275;2752;3;2
19071;12;6753;2474;1317;2962;3;2
19072;2094;3846;1164;1980;702;3;2
19073;1432;5092;2696;2085;311;3;2
19074;2135;5122;2043;2778;301;3;2
19075;1575;4116;2045;732;1339;3;2
19076;2635;6850;2995;1635;2220;3;2
19077;827;5333;1743;2595;995;3;2
19078;1833;4272;1815;190;2267;3;2
19079;2052;3852;2495;953;404;3;2
19080;1047;3925;1500;2314;111;3;2
19081;1685;5697;1472;1242;2983;3;2
19082;2912;4508;980;2358;1170;3;2
19083;2387;3368;655;2576;137;3;2
19084;867;5438;1699;1956;1783;3;2
19085;1325;6035;2894;2918;223;3;2
19086;995;4283;1507;46;2730;3;2
19087;1549;6104;1597;1901;2606;3;2
19088;842;4541;2311;2008;222;3;2
19089;1563;4335;1786;2027;522;3;2
19090;1443;5165;1998;1074;2093;3;2
19091;2548;3994;687;1595;1712;3;2
19092;2555;3378;665;37;2676;3;2
19093;2513;7658;2333;2725;2600;3;2
19094;100;3874;741;2506;627;3;2
19095;48;3452;1762;1202;488;3;2
19096;1984;2764;355;286;2123;3;2
19097;973;3450;428;2479;543;3;2
19098;1100;2670;796;1785;89;3;2
19099;2216;5366;2428;319;2619;3;2
19100;264;2839;198;759;1882;3;2
19101;1559;3893;104;2602;1187;3;2
19102;487;5271;1805;490;2976;3;2
19103;1718;2700;608;1059;1033;3;2
19104;376;3646;1066;2322;258;3;2
19105;1124;3290;159;1607;1524;3;2
19106;2912;2922;224;2400;298;3;2
19107;217;3961;53;1133;2775;3;2
19108;1236;2889;1134;1158;597;3;2
19109;2780;4849;2648;696;1505;3;2
19110;2768;3359;1933;839;587;3;2
19111;2475;2972;665;575;1732;3;2
19112;2277;4733;222;2702;1809;3;2
19113;2436;3812;1242;2212;358;3;2
19114;1437;1203;860;39;304;3;2
19115;1210;3038;842;503;1693;3;2
19116;2987;5937;711;2849;2377;3;2
19117;511;3255;296;1059;1900;3;2
19118;813;6581;1763;2290;2528;3;2
19119;618;1377;1167;113;97;3;2
19120;1506;5705;1829;888;2988;3;2
19121;1833;3493;2694;524;275;3;2
19122;1662;2865;469;779;1617;3;2
19123;1104;6734;2604;1922;2208;3;2
19124;1588;5855;2814;1761;1280;3;2
19125;985;2073;691;832;550;3;2
19126;635;4919;2048;2506;365;3;2
19127;240;5190;2330;1813;1047;3;2
19128;1635;4495;1556;340;2599;3;2
19129;1633;4773;1982;742;2049;3;2
19130;1251;4258;1612;1736;910;3;2
19131;763;3422;687;1812;923;3;2
19132;2808;4230;786;2678;766;3;2
19133;543;3833;1518;1680;635;3;2
19134;2901;2792;2068;696;28;3;2
19135;727;4818;1287;1796;1735;3;2
19136;12;6389;2265;2240;1884;3;2
19137;745;3745;134;1642;1969;3;2
19138;2894;5391;323;2853;2215;3;2
19139;2576;5234;45;2268;2921;3;2
19140;1097;2700;276;117;2307;3;2
19141;586;6190;1441;2722;2027;3;2
19142;327;3585;683;615;2287;3;2
19143;843;3499;1262;1682;555;3;2
19144;451;5984;1708;2983;1293;3;2
19145;1317;3907;1727;288;1892;3;2
19146;1860;5499;2723;1276;1500;3;2
19147;1840;4378;2147;1474;757;3;2
19148;2042;2708;912;419;1377;3;2
19149;918;5254;879;2023;2352;3;2
19150;1215;5297;2696;1807;794;3;2
19151;2186;2436;1004;1426;6;3;2
19152;2180;3534;1149;1406;979;3;2
19153;747;3805;1752;285;1768;3;2
19154;2244;8527;2807;2906;2814;3;2
19155;27;7348;1620;2916;2812;3;2
19156;1746;5296;2305;1438;1553;3;2
19157;914;5369;2001;2266;1102;3;2
19158;15;5389;845;2597;1947;3;2
19159;743;6336;2268;1522;2546;3;2
19160;1159;5069;1489;2475;1105;3;2
19161;83;4415;1640;1747;1028;3;2
19162;1975;2819;745;707;1367;3;2
19163;1680;4219;963;788;2468;3;2
19164;2366;6389;2042;2713;1634;3;2
19165;2544;2589;294;1046;1249;3;2
19166;528;7112;2648;2989;1475;3;2
19167;2803;3442;46;1683;1713;3;2
19168;2596;5835;2420;2592;823;3;2
19169;2905;2947;2089;215;643;3;2
19170;1501;2899;913;1936;50;3;2
19171;1396;6235;2995;1168;2072;3;2
19172;2990;5439;1333;1142;2964;3;2
19173;2331;4569;217;2456;1896;3;2
19174;1881;4323;2094;309;1920;3;2
19175;93;2101;1085;967;49;3;2
19176;2304;1409;897;428;84;3;2
19177;2212;5670;1065;1876;2729;3;2
19178;2022;3748;1204;2032;512;3;2
19179;2875;3452;1240;1547;665;3;2
19180;1164;4041;562;2679;800;3;2
19181;920;3678;1163;198;2317;3;2
19182;2340;6294;2968;2523;803;3;2
19183;469;4171;1880;139;2152;3;2
19184;1355;2712;656;1282;774;3;2
19185;1523;1931;4;126;1801;3;2
19186;2352;6095;1218;2405;2472;3;2
19187;1054;4104;2363;452;1289;3;2
19188;122;6099;2957;2636;506;3;2
19189;919;5415;2204;2682;529;3;2
19190;2257;4030;1732;769;1529;3;2
19191;1138;4701;726;1675;2300;3;2
19192;80;6552;2313;1560;2679;3;2
19193;1333;2086;533;1404;149;3;2
19194;1897;7392;2784;2683;1925;3;2
19195;492;4402;131;1954;2317;3;2
19196;2559;6139;1165;2700;2274;3;2
19197;1227;4550;1572;1594;1384;3;2
19198;2012;5466;1911;1491;2064;3;2
19199;1930;3394;1735;139;1520;3;2
19200;1821;4427;1463;1195;1769;3;2
19201;1210;4185;1453;1445;1287;3;2
19202;2730;4912;2583;888;1441;3;2
19203;1560;5361;1339;2662;1360;3;2
19204;76;5316;619;1876;2821;3;2
19205;1404;2030;1206;352;472;3;2
19206;2545;3325;1207;1975;143;3;2
19207;2029;3481;121;1441;1919;3;2
19208;2165;4698;2034;2248;416;3;2
19209;1078;3110;794;191;2125;3;2
19210;1399;3945;772;2780;393;3;2
19211;1165;5549;2110;590;2849;3;2
19212;1391;5015;1357;2541;1117;3;2
19213;2624;4518;442;2034;2042;3;2
19214;2052;6200;2595;1227;2378;3;2
19215;230;4071;623;1562;1886;3;2
19216;118;4398;2912;1169;317;3;2
19217;1588;3982;878;976;2128;3;2
19218;1984;6026;2914;1319;1793;3;2
19219;1063;4770;492;1366;2912;3;2
19220;1455;3424;560;2393;471;3;2
19221;1518;3924;1645;1864;415;3;2
19222;719;3015;1823;936;256;3;2
19223;1767;3994;867;1836;1291;3;2
19224;1035;5544;2007;2418;1119;3;2
19225;327;2725;1321;676;728;3;2
19226;214;5225;2229;2882;114;3;2
19227;360;1577;707;534;336;3;2
19228;1376;4235;530;812;2893;3;2
19229;155;3048;681;1720;647;3;2
19230;1832;1781;353;41;1387;3;2
19231;2980;4131;2493;194;1444;3;2
19232;302;4798;1003;2351;1444;3;2
19233;1067;3203;652;2236;315;3;2
19234;324;2348;167;152;2029;3;2
19235;2818;4861;901;1803;2157;3;2
19236;1461;5393;1825;2476;1092;3;2
19237;2820;2280;1222;70;988;3;2
19238;458;7701;2203;2742;2756;3;2
19239;2890;5975;2256;1235;2484;3;2
19240;1071;5014;1079;1584;2351;3;2
19241;1420;2577;679;353;1545;3;2
19242;165;7142;2177;2176;2789;3;2
19243;347;3486;299;2169;1018;3;2
19244;2067;1025;614;306;105;3;2
19245;2155;5347;1961;2607;779;3;2
19246;2080;3491;666;2492;333;3;2
19247;1281;4961;2734;622;1605;3;2
19248;1788;4666;1124;758;2784;3;2
19249;1636;6338;2897;2038;1403;3;2
19250;1653;2532;1382;471;679;3;2
19251;2218;5970;2662;1911;1397;3;2
19252;2476;1586;700;263;623;3;2
19253;1274;4217;564;1589;2064;3;2
19254;2036;7601;2680;2612;2309;3;2
19255;1513;4973;946;1795;2232;3;2
19256;769;6475;2622;1779;2074;3;2
19257;2707;3216;1487;1104;625;3;2
19258;198;3628;614;2715;299;3;2
19259;1023;4676;1330;2855;491;3;2
19260;1890;4449;1036;1491;1922;3;2
19261;870;5160;2255;1035;1870;3;2
19262;25;4306;1054;1981;1271;3;2
19263;1884;6320;2214;2353;1753;3;2
19264;1612;3672;782;2241;649;3;2
19265;1405;2335;1402;615;318;3;2
19266;510;4005;1301;1419;1285;3;2
19267;2100;2657;239;1654;764;3;2
19268;381;6814;2730;2307;1777;3;2
19269;2476;4892;2083;122;2687;3;2
19270;1750;2761;1053;1391;317;3;2
19271;1851;6334;1733;2548;2053;3;2
19272;384;4300;2096;937;1267;3;2
19273;1926;5065;2504;844;1717;3;2
19274;1967;5069;2558;2413;98;3;2
19275;1719;4450;415;2283;1752;3;2
19276;2476;6582;2110;2937;1535;3;2
19277;1823;1934;646;797;491;3;2
19278;820;3351;528;352;2471;3;2
19279;1011;4585;2680;824;1081;3;2
19280;674;7763;2093;2862;2808;3;2
19281;1130;6614;1072;2689;2853;3;2
19282;2944;5044;800;2044;2200;3;2
19283;2006;5799;2731;508;2560;3;2
19284;312;6315;1384;2563;2368;3;2
19285;1168;2582;1926;35;621;3;2
19286;1418;5126;490;2673;1963;3;2
19287;321;3848;1586;1746;516;3;2
19288;303;6982;2775;1965;2242;3;2
19289;1994;6101;2769;2144;1188;3;2
19290;1719;2923;283;363;2277;3;2
19291;827;3306;1099;298;1909;3;2
19292;2180;6327;2651;737;2939;3;2
19293;1149;5457;2250;1478;1729;3;2
19294;685;5247;2257;1605;1385;3;2
19295;2617;4205;504;1123;2578;3;2
19296;906;4754;2451;1471;832;3;2
19297;1617;4314;1352;1794;1168;3;2
19298;1903;5668;1671;1837;2160;3;2
19299;2400;4307;188;1445;2674;3;2
19300;127;5036;952;1690;2394;3;2
19301;2560;5400;2199;1914;1287;3;2
19302;2541;2811;1912;82;817;3;2
19303;1352;4915;332;2093;2490;3;2
19304;2694;5603;156;2649;2798;3;2
19305;1870;1992;1448;327;217;3;2
19306;2429;4135;734;1510;1891;3;2
19307;2649;3477;1709;235;1533;3;2
19308;547;1787;529;222;1036;3;2
19309;1035;3540;523;362;2655;3;2
19310;1976;4499;2403;2066;30;3;2
19311;1029;3715;1736;804;1175;3;2
19312;274;5076;2381;2316;379;3;2
19313;1092;5415;929;1886;2600;3;2
19314;2305;4233;1554;1;2678;3;2
19315;1788;5285;1017;1754;2514;3;2
19316;832;5959;1486;2193;2280;3;2
19317;611;1796;531;19;1246;3;2
19318;2441;4626;1606;2140;880;3;2
19319;2193;2898;301;152;2445;3;2
19320;435;4655;733;1472;2450;3;2
19321;1618;4600;874;2964;762;3;2
19322;1283;2466;1371;653;442;3;2
19323;228;940;330;573;37;3;2
19324;2375;3724;334;954;2436;3;2
19325;1346;7258;2286;2044;2928;3;2
19326;2547;3501;2267;582;652;3;2
19327;1455;7370;2141;2838;2391;3;2
19328;1901;4916;864;1581;2471;3;2
19329;1350;2461;579;571;1311;3;2
19330;2156;6946;2541;2940;1465;3;2
19331;2458;6032;2339;934;2759;3;2
19332;1147;3339;1428;1165;746;3;2
19333;2265;3730;741;1315;1674;3;2
19334;546;3829;1718;507;1604;3;2
19335;2681;6834;1647;2201;2986;3;2
19336;1674;4012;1009;9;2994;3;2
19337;2509;2963;536;1827;600;3;2
19338;1472;3698;928;2347;423;3;2
19339;1280;5440;1938;2526;976;3;2
19340;396;3261;2025;99;1137;3;2
19341;626;4528;2749;73;1706;3;2
19342;1398;5749;2953;66;2730;3;2
19343;1775;6555;759;2960;2836;3;2
19344;607;2915;156;417;2342;3;2
19345;1618;5558;2805;1809;944;3;2
19346;1429;4755;2159;2025;571;3;2
19347;2115;1253;514;651;88;3;2
19348;1218;4941;1029;2399;1513;3;2
19349;1954;5979;2952;520;2507;3;2
19350;1771;2135;609;407;1119;3;2
19351;2710;7780;2659;2626;2495;3;2
19352;2409;3558;394;2682;482;3;2
19353;871;5359;1321;2691;1347;3;2
19354;1715;7446;2360;2153;2933;3;2
19355;1400;5019;934;2930;1155;3;2
19356;2277;3877;2706;1143;28;3;2
19357;1243;4340;2888;943;509;3;2
19358;1237;3181;1385;1258;538;3;2
19359;2817;5621;2342;2598;681;3;2
19360;449;3923;2790;990;143;3;2
19361;2275;4827;2549;634;1644;3;2
19362;528;4342;84;2687;1571;3;2
19363;2110;3598;464;595;2539;3;2
19364;2025;2052;13;893;1146;3;2
19365;1670;5477;849;2117;2511;3;2
19366;486;5452;1197;2738;1517;3;2
19367;175;2223;468;247;1508;3;2
19368;837;6321;2110;2576;1635;3;2
19369;588;7215;1770;2744;2701;3;2
19370;2005;4865;1703;748;2414;3;2
19371;2254;4948;1051;2443;1454;3;2
19372;450;5832;2056;1242;2534;3;2
19373;1534;5565;2960;128;2477;3;2
19374;2761;2212;922;1184;106;3;2
19375;1990;5634;440;2270;2924;3;2
19376;2363;3628;2188;290;1150;3;2
19377;1356;4703;2159;156;2388;3;2
19378;993;3644;2612;247;785;3;2
19379;1546;5070;1287;1699;2084;3;2
19380;2899;5277;1634;906;2737;3;2
19381;1189;3875;966;2587;322;3;2
19382;2851;4882;2759;1181;942;3;2
19383;1435;3149;2425;320;404;3;2
19384;1197;1846;546;716;584;3;2
19385;2697;4637;2051;1769;817;3;2
19386;1539;5870;1777;2042;2051;3;2
19387;1994;3878;937;549;2392;3;2
19388;479;5422;2363;1032;2027;3;2
19389;1973;6214;2526;2286;1402;3;2
19390;2508;4101;1756;2127;218;3;2
19391;45;2762;1122;450;1190;3;2
19392;2514;7038;2355;2478;2205;3;2
19393;2687;4152;2347;237;1568;3;2
19394;1055;5477;2268;514;2695;3;2
19395;968;2284;1086;668;530;3;2
19396;72;4076;2137;116;1823;3;2
19397;2287;4213;873;1281;2059;3;2
19398;2297;2843;774;167;1902;3;2
19399;846;1829;829;466;534;3;2
19400;442;7178;2092;2742;2344;3;2
19401;1542;3520;2282;249;989;3;2
19402;1602;5299;539;2297;2463;3;2
19403;2825;2242;277;716;1249;3;2
19404;1414;3791;1206;1856;729;3;2
19405;2104;1318;233;371;714;3;2
19406;2898;4159;194;1970;1995;3;2
19407;533;1365;177;30;1158;3;2
19408;2791;4257;1494;128;2635;3;2
19409;678;5299;2038;2297;964;3;2
19410;1562;4063;2979;261;823;3;2
19411;568;2552;577;122;1853;3;2
19412;2358;6498;1828;2191;2479;3;2
19413;385;5850;2607;267;2976;3;2
19414;1007;4090;1579;775;1736;3;2
19415;243;3692;1487;225;1980;3;2
19416;676;6701;907;2892;2902;3;2
19417;2476;3981;1760;1487;734;3;2
19418;1216;5542;2855;2471;216;3;2
19419;2053;4419;27;1749;2643;3;2
19420;2880;4964;1190;2862;912;3;2
19421;1076;3460;218;2261;981;3;2
19422;376;4519;1516;2441;562;3;2
19423;2190;5313;2137;347;2829;3;2
19424;2514;1803;1466;12;325;3;2
19425;684;2870;1092;924;854;3;2
19426;419;3267;501;1613;1153;3;2
19427;693;5359;2353;1088;1918;3;2
19428;773;4044;2042;1203;799;3;2
19429;697;5752;2990;2348;414;3;2
